unique_id,ds,RandomForestRegressor
store_92,2015-07-05,42584.42553352444
store_93,2015-05-17,47155.537142811605
store_93,2015-05-24,42901.131085588015
store_93,2015-05-31,49399.59303263214
store_93,2015-06-07,44413.72746680729
store_93,2015-06-14,54056.11775796472
store_93,2015-06-21,48054.49064411613
store_93,2015-06-28,56608.39466875998
store_93,2015-07-05,51513.04929991775
store_94,2015-05-17,48624.912566012164
store_94,2015-05-24,42144.05678602861
store_94,2015-05-31,46882.45158823818
store_94,2015-06-07,42500.60484735899
store_94,2015-06-14,52616.38567402468
store_94,2015-06-21,45831.42739668184
store_94,2015-06-28,55723.95462282641
store_94,2015-07-05,49821.744880236045
store_95,2015-05-17,34530.927359066816
store_95,2015-05-24,31174.253951602448
store_95,2015-05-31,36319.84899104678
store_95,2015-06-07,33033.51099763705
store_95,2015-06-14,39231.53324842395
store_95,2015-06-21,36644.83087120635
store_95,2015-06-28,40079.8313844379
store_95,2015-07-05,39871.10556266731
store_96,2015-05-17,48056.73578773832
store_96,2015-05-24,43342.862810694096
store_96,2015-05-31,49726.07073918907
store_96,2015-06-07,44416.68696687903
store_96,2015-06-14,54488.486651366395
store_96,2015-06-21,48119.47130134971
store_96,2015-06-28,56306.34174448446
store_96,2015-07-05,51568.688822741664
store_97,2015-05-17,39741.83488147335
store_97,2015-05-24,35147.79728335917
store_97,2015-05-31,42410.29979792142
store_97,2015-06-07,36991.12479433733
store_97,2015-06-14,47712.301307866546
store_97,2015-06-21,40702.162133394
store_97,2015-06-28,50988.31441015814
store_97,2015-07-05,45383.53321973938
store_98,2015-05-17,30930.873820397323
store_98,2015-05-24,26469.381825079094
store_98,2015-05-31,33109.368489297754
store_98,2015-06-07,27906.881213868983
store_98,2015-06-14,37356.337969677246
store_98,2015-06-21,31408.99149121371
store_98,2015-06-28,39574.0559412272
store_98,2015-07-05,34782.52221377431
store_99,2015-05-17,54043.32178696789
store_99,2015-05-24,47507.57273159128
store_99,2015-05-31,51840.42193925485
store_99,2015-06-07,47644.6329448601
store_99,2015-06-14,57113.292448210515
store_99,2015-06-21,50741.201535891174
store_99,2015-06-28,58763.267322618536
store_99,2015-07-05,54077.46527438972
